"prefectures","value","year","sex"
"岡山県","637.9",1939,"male"
"岡山県","677.2",1939,"female"
"岡山県","94.2",1939,"ratio"
"岡山県","630",1940,"male"
"岡山県","678",1940,"female"
"岡山県","92.9",1940,"ratio"
"岡山県","615.8",1941,"male"
"岡山県","686.5",1941,"female"
"岡山県","89.7",1941,"ratio"
"岡山県","614",1942,"male"
"岡山県","694.7",1942,"female"
"岡山県","88.4",1942,"ratio"
"岡山県","617.5",1943,"male"
"岡山県","706",1943,"female"
"岡山県","87.5",1943,"ratio"
"岡山県","620",1944,"male"
"岡山県","713",1944,"female"
"岡山県","87",1944,"ratio"
"岡山県","728",1945,"male"
"岡山県","836",1945,"female"
"岡山県","87.1",1945,"ratio"
"岡山県","727",1946,"male"
"岡山県","812",1946,"female"
"岡山県","89.5",1946,"ratio"
"岡山県","782",1947,"male"
"岡山県","837",1947,"female"
"岡山県","93.4",1947,"ratio"
"岡山県","791.8",1948,"male"
"岡山県","845.8",1948,"female"
"岡山県","93.6",1948,"ratio"
"岡山県","798.6",1949,"male"
"岡山県","851.8",1949,"female"
"岡山県","93.8",1949,"ratio"
"岡山県","804",1950,"male"
"岡山県","857",1950,"female"
"岡山県","93.9",1950,"ratio"
"岡山県","811",1951,"male"
"岡山県","862",1951,"female"
"岡山県","94.1",1951,"ratio"
"岡山県","812",1952,"male"
"岡山県","865",1952,"female"
"岡山県","93.9",1952,"ratio"
"岡山県","815",1953,"male"
"岡山県","869",1953,"female"
"岡山県","93.7",1953,"ratio"
"岡山県","816",1954,"male"
"岡山県","871",1954,"female"
"岡山県","93.6",1954,"ratio"
"岡山県","816",1955,"male"
"岡山県","874",1955,"female"
"岡山県","93.3",1955,"ratio"
"岡山県","817",1956,"male"
"岡山県","875",1956,"female"
"岡山県","93.5",1956,"ratio"
"岡山県","814",1957,"male"
"岡山県","873",1957,"female"
"岡山県","93.3",1957,"ratio"
"岡山県","809",1958,"male"
"岡山県","872",1958,"female"
"岡山県","92.7",1958,"ratio"
"岡山県","803",1959,"male"
"岡山県","872",1959,"female"
"岡山県","92.1",1959,"ratio"
"岡山県","798",1960,"male"
"岡山県","873",1960,"female"
"岡山県","91.4",1960,"ratio"
"岡山県","793",1961,"male"
"岡山県","870",1961,"female"
"岡山県","91.1",1961,"ratio"
"岡山県","786",1962,"male"
"岡山県","867",1962,"female"
"岡山県","90.6",1962,"ratio"
"岡山県","781",1963,"male"
"岡山県","864",1963,"female"
"岡山県","90.4",1963,"ratio"
"岡山県","780",1964,"male"
"岡山県","863",1964,"female"
"岡山県","90.3",1964,"ratio"
"岡山県","781",1965,"male"
"岡山県","864",1965,"female"
"岡山県","90.5",1965,"ratio"
"岡山県","784",1966,"male"
"岡山県","864",1966,"female"
"岡山県","90.8",1966,"ratio"
"岡山県","791",1967,"male"
"岡山県","868",1967,"female"
"岡山県","91.1",1967,"ratio"
"岡山県","798",1968,"male"
"岡山県","874",1968,"female"
"岡山県","91.3",1968,"ratio"
"岡山県","807",1969,"male"
"岡山県","880",1969,"female"
"岡山県","91.7",1969,"ratio"
"岡山県","819",1970,"male"
"岡山県","888",1970,"female"
"岡山県","92.3",1970,"ratio"
"岡山県","834",1971,"male"
"岡山県","898",1971,"female"
"岡山県","92.9",1971,"ratio"
"岡山県","845",1972,"male"
"岡山県","907",1972,"female"
"岡山県","93.1",1972,"ratio"
"岡山県","856",1973,"male"
"岡山県","917",1973,"female"
"岡山県","93.4",1973,"ratio"
"岡山県","868",1974,"male"
"岡山県","927",1974,"female"
"岡山県","93.6",1974,"ratio"
"岡山県","878",1975,"male"
"岡山県","936",1975,"female"
"岡山県","93.8",1975,"ratio"
"岡山県","886",1976,"male"
"岡山県","943",1976,"female"
"岡山県","93.9",1976,"ratio"
"岡山県","891",1977,"male"
"岡山県","949",1977,"female"
"岡山県","93.9",1977,"ratio"
"岡山県","896",1978,"male"
"岡山県","954",1978,"female"
"岡山県","93.9",1978,"ratio"
"岡山県","901",1979,"male"
"岡山県","960",1979,"female"
"岡山県","93.8",1979,"ratio"
"岡山県","905",1980,"male"
"岡山県","966",1980,"female"
"岡山県","93.8",1980,"ratio"
"岡山県","910",1981,"male"
"岡山県","971",1981,"female"
"岡山県","93.8",1981,"ratio"
"岡山県","915",1982,"male"
"岡山県","976",1982,"female"
"岡山県","93.7",1982,"ratio"
"岡山県","919",1983,"male"
"岡山県","982",1983,"female"
"岡山県","93.6",1983,"ratio"
"岡山県","923",1984,"male"
"岡山県","986",1984,"female"
"岡山県","93.6",1984,"ratio"
"岡山県","926",1985,"male"
"岡山県","991",1985,"female"
"岡山県","93.5",1985,"ratio"
"岡山県","928",1986,"male"
"岡山県","993",1986,"female"
"岡山県","93.4",1986,"ratio"
"岡山県","929",1987,"male"
"岡山県","995",1987,"female"
"岡山県","93.3",1987,"ratio"
"岡山県","928",1988,"male"
"岡山県","997",1988,"female"
"岡山県","93.1",1988,"ratio"
"岡山県","927",1989,"male"
"岡山県","998",1989,"female"
"岡山県","92.9",1989,"ratio"
"岡山県","927",1990,"male"
"岡山県","999",1990,"female"
"岡山県","92.8",1990,"ratio"
"岡山県","929",1991,"male"
"岡山県","1002",1991,"female"
"岡山県","92.7",1991,"ratio"
"岡山県","931",1992,"male"
"岡山県","1004",1992,"female"
"岡山県","92.7",1992,"ratio"
"岡山県","934",1993,"male"
"岡山県","1007",1993,"female"
"岡山県","92.8",1993,"ratio"
"岡山県","936",1994,"male"
"岡山県","1009",1994,"female"
"岡山県","92.7",1994,"ratio"
"岡山県","938",1995,"male"
"岡山県","1012",1995,"female"
"岡山県","92.7",1995,"ratio"
"岡山県","938",1996,"male"
"岡山県","1013",1996,"female"
"岡山県","92.6",1996,"ratio"
"岡山県","938",1997,"male"
"岡山県","1014",1997,"female"
"岡山県","92.5",1997,"ratio"
"岡山県","938",1998,"male"
"岡山県","1015",1998,"female"
"岡山県","92.5",1998,"ratio"
"岡山県","937",1999,"male"
"岡山県","1015",1999,"female"
"岡山県","92.3",1999,"ratio"
"岡山県","936",2000,"male"
"岡山県","1015",2000,"female"
"岡山県","92.2",2000,"ratio"
"広島県","775",1920,"male"
"広島県","767",1920,"female"
"広島県","101.1",1920,"ratio"
"広島県","784",1921,"male"
"広島県","773.9",1921,"female"
"広島県","101.3",1921,"ratio"
"広島県","794.2",1922,"male"
"広島県","780.9",1922,"female"
"広島県","101.7",1922,"ratio"
"広島県","807",1923,"male"
"広島県","791.4",1923,"female"
"広島県","102",1923,"ratio"
"広島県","811",1924,"male"
"広島県","794.4",1924,"female"
"広島県","102.1",1924,"ratio"
"広島県","818",1925,"male"
"広島県","799",1925,"female"
"広島県","102.4",1925,"ratio"
"広島県","827.6",1926,"male"
"広島県","808.1",1926,"female"
"広島県","102.4",1926,"ratio"
"広島県","832.8",1927,"male"
"広島県","815.9",1927,"female"
"広島県","102.1",1927,"ratio"
"広島県","840.6",1928,"male"
"広島県","821",1928,"female"
"広島県","102.4",1928,"ratio"
"広島県","848.5",1929,"male"
"広島県","827.3",1929,"female"
"広島県","102.6",1929,"ratio"
"広島県","857",1930,"male"
"広島県","835",1930,"female"
"広島県","102.6",1930,"ratio"
"広島県","870.7",1931,"male"
"広島県","847.4",1931,"female"
"広島県","102.7",1931,"ratio"
"広島県","881.5",1932,"male"
"広島県","858.5",1932,"female"
"広島県","102.7",1932,"ratio"
"広島県","893.5",1933,"male"
"広島県","870.4",1933,"female"
"広島県","102.7",1933,"ratio"
"広島県","903.6",1934,"male"
"広島県","879.2",1934,"female"
"広島県","102.8",1934,"ratio"
"広島県","914",1935,"male"
"広島県","891",1935,"female"
"広島県","102.6",1935,"ratio"
"広島県","916.3",1936,"male"
"広島県","901.7",1936,"female"
"広島県","101.6",1936,"ratio"
"広島県","908.9",1937,"male"
"広島県","913.2",1937,"female"
"広島県","99.5",1937,"ratio"
"広島県","903.3",1938,"male"
"広島県","919.6",1938,"female"
"広島県","98.2",1938,"ratio"
"広島県","894.4",1939,"male"
"広島県","923",1939,"female"
"広島県","96.9",1939,"ratio"
"広島県","890",1940,"male"
"広島県","932",1940,"female"
"広島県","95.5",1940,"ratio"
"広島県","882.9",1941,"male"
"広島県","942.6",1941,"female"
"広島県","93.7",1941,"ratio"
"広島県","925.3",1942,"male"
"広島県","972",1942,"female"
"広島県","95.2",1942,"ratio"
"広島県","949.3",1943,"male"
"広島県","995.4",1943,"female"
"広島県","95.4",1943,"ratio"
"広島県","960",1944,"male"
"広島県","1003",1944,"female"
"広島県","95.6",1944,"ratio"
"広島県","878",1945,"male"
"広島県","1007",1945,"female"
"広島県","87.2",1945,"ratio"
"広島県","907",1946,"male"
"広島県","994",1946,"female"
"広島県","91.2",1946,"ratio"
"広島県","979",1947,"male"
"広島県","1032",1947,"female"
"広島県","94.9",1947,"ratio"
"広島県","996",1948,"male"
"広島県","1048.3",1948,"female"
"広島県","95",1948,"ratio"
"広島県","1009.2",1949,"male"
"広島県","1060.6",1949,"female"
"広島県","95.2",1949,"ratio"
"広島県","1016",1950,"male"
"広島県","1066",1950,"female"
"広島県","95.3",1950,"ratio"
"広島県","1023",1951,"male"
"広島県","1074",1951,"female"
"広島県","95.3",1951,"ratio"
"広島県","1026",1952,"male"
"広島県","1080",1952,"female"
"広島県","95.1",1952,"ratio"
"広島県","1032",1953,"male"
"広島県","1086",1953,"female"
"広島県","95",1953,"ratio"
"広島県","1040",1954,"male"
"広島県","1095",1954,"female"
"広島県","94.9",1954,"ratio"
"広島県","1047",1955,"male"
"広島県","1102",1955,"female"
"広島県","95",1955,"ratio"
"広島県","1051",1956,"male"
"広島県","1106",1956,"female"
"広島県","95",1956,"ratio"
"広島県","1055",1957,"male"
"広島県","1108",1957,"female"
"広島県","95.2",1957,"ratio"
"広島県","1054",1958,"male"
"広島県","1114",1958,"female"
"広島県","94.6",1958,"ratio"
"広島県","1060",1959,"male"
"広島県","1120",1959,"female"
"広島県","94.7",1959,"ratio"
"広島県","1059",1960,"male"
"広島県","1125",1960,"female"
"広島県","94.1",1960,"ratio"
"広島県","1062",1961,"male"
"広島県","1131",1961,"female"
"広島県","93.9",1961,"ratio"
"広島県","1071",1962,"male"
"広島県","1140",1962,"female"
"広島県","94",1962,"ratio"
"広島県","1081",1963,"male"
"広島県","1150",1963,"female"
"広島県","94",1963,"ratio"
"広島県","1094",1964,"male"
"広島県","1161",1964,"female"
"広島県","94.3",1964,"ratio"
"広島県","1108",1965,"male"
"広島県","1173",1965,"female"
"広島県","94.4",1965,"ratio"
"広島県","1118",1966,"male"
"広島県","1183",1966,"female"
"広島県","94.5",1966,"ratio"
"広島県","1134",1967,"male"
"広島県","1198",1967,"female"
"広島県","94.6",1967,"ratio"
"広島県","1153",1968,"male"
"広島県","1214",1968,"female"
"広島県","94.9",1968,"ratio"
"広島県","1171",1969,"male"
"広島県","1232",1969,"female"
"広島県","95.1",1969,"ratio"
"広島県","1188",1970,"male"
"広島県","1248",1970,"female"
"広島県","95.2",1970,"ratio"
"広島県","1211",1971,"male"
"広島県","1268",1971,"female"
"広島県","95.5",1971,"ratio"
"広島県","1238",1972,"male"
"広島県","1291",1972,"female"
"広島県","95.9",1972,"ratio"
"広島県","1263",1973,"male"
"広島県","1314",1973,"female"
"広島県","96.1",1973,"ratio"
"広島県","1281",1974,"male"
"広島県","1334",1974,"female"
"広島県","96.1",1974,"ratio"
"広島県","1297",1975,"male"
"広島県","1350",1975,"female"
"広島県","96.1",1975,"ratio"
"広島県","1307",1976,"male"
"広島県","1363",1976,"female"
"広島県","95.9",1976,"ratio"
"広島県","1315",1977,"male"
"広島県","1374",1977,"female"
"広島県","95.8",1977,"ratio"
"広島県","1320",1978,"male"
"広島県","1383",1978,"female"
"広島県","95.5",1978,"ratio"
"広島県","1325",1979,"male"
"広島県","1391",1979,"female"
"広島県","95.3",1979,"ratio"
"広島県","1337",1980,"male"
"広島県","1402",1980,"female"
"広島県","95.3",1980,"ratio"
"広島県","1348",1981,"male"
"広島県","1413",1981,"female"
"広島県","95.4",1981,"ratio"
"広島県","1355",1982,"male"
"広島県","1422",1982,"female"
"広島県","95.3",1982,"ratio"
"広島県","1362",1983,"male"
"広島県","1430",1983,"female"
"広島県","95.2",1983,"ratio"
"広島県","1369",1984,"male"
"広島県","1438",1984,"female"
"広島県","95.2",1984,"ratio"
"広島県","1374",1985,"male"
"広島県","1445",1985,"female"
"広島県","95.1",1985,"ratio"
"広島県","1379",1986,"male"
"広島県","1450",1986,"female"
"広島県","95.1",1986,"ratio"
"広島県","1380",1987,"male"
"広島県","1454",1987,"female"
"広島県","94.9",1987,"ratio"
"広島県","1381",1988,"male"
"広島県","1457",1988,"female"
"広島県","94.8",1988,"ratio"
"広島県","1382",1989,"male"
"広島県","1460",1989,"female"
"広島県","94.7",1989,"ratio"
"広島県","1385",1990,"male"
"広島県","1465",1990,"female"
"広島県","94.6",1990,"ratio"
"広島県","1388",1991,"male"
"広島県","1470",1991,"female"
"広島県","94.4",1991,"ratio"
"広島県","1393",1992,"male"
"広島県","1474",1992,"female"
"広島県","94.5",1992,"ratio"
"広島県","1396",1993,"male"
"広島県","1477",1993,"female"
"広島県","94.5",1993,"ratio"
"広島県","1397",1994,"male"
"広島県","1479",1994,"female"
"広島県","94.5",1994,"ratio"
"広島県","1399",1995,"male"
"広島県","1483",1995,"female"
"広島県","94.4",1995,"ratio"
"広島県","1397",1996,"male"
"広島県","1484",1996,"female"
"広島県","94.2",1996,"ratio"
"広島県","1396",1997,"male"
"広島県","1485",1997,"female"
"広島県","94",1997,"ratio"
"広島県","1396",1998,"male"
"広島県","1486",1998,"female"
"広島県","93.9",1998,"ratio"
"広島県","1395",1999,"male"
"広島県","1486",1999,"female"
"広島県","93.8",1999,"ratio"
"広島県","1392",2000,"male"
"広島県","1486",2000,"female"
"広島県","93.7",2000,"ratio"
"山口県","521",1920,"male"
"山口県","520",1920,"female"
"山口県","100.2",1920,"ratio"
"山口県","527.5",1921,"male"
"山口県","524.5",1921,"female"
"山口県","100.6",1921,"ratio"
"山口県","534.5",1922,"male"
"山口県","529.1",1922,"female"
"山口県","101",1922,"ratio"
"山口県","542.8",1923,"male"
"山口県","534.2",1923,"female"
"山口県","101.6",1923,"ratio"
"山口県","546.3",1924,"male"
"山口県","536.4",1924,"female"
"山口県","101.8",1924,"ratio"
"山口県","553",1925,"male"
"山口県","542",1925,"female"
"山口県","102",1925,"ratio"
"山口県","558.2",1926,"male"
"山口県","547.3",1926,"female"
"山口県","102",1926,"ratio"
"山口県","561.7",1927,"male"
"山口県","551.4",1927,"female"
"山口県","101.9",1927,"ratio"
"山口県","565.4",1928,"male"
"山口県","555.6",1928,"female"
"山口県","101.8",1928,"ratio"
"山口県","569.2",1929,"male"
"山口県","559.9",1929,"female"
"山口県","101.7",1929,"ratio"
"山口県","572",1930,"male"
"山口県","564",1930,"female"
"山口県","101.4",1930,"ratio"
"山口県","577.1",1931,"male"
"山口県","569.4",1931,"female"
"山口県","101.4",1931,"ratio"
"山口県","582.3",1932,"male"
"山口県","575.3",1932,"female"
"山口県","101.2",1932,"ratio"
"山口県","588.4",1933,"male"
"山口県","581.7",1933,"female"
"山口県","101.2",1933,"ratio"
"山口県","594",1934,"male"
"山口県","586.9",1934,"female"
"山口県","101.2",1934,"ratio"
"山口県","598",1935,"male"
"山口県","592",1935,"female"
"山口県","101.1",1935,"ratio"
"山口県","610.4",1936,"male"
"山口県","599.7",1936,"female"
"山口県","101.8",1936,"ratio"
"山口県","613.7",1937,"male"
"山口県","611.3",1937,"female"
"山口県","100.4",1937,"ratio"
"山口県","616.6",1938,"male"
"山口県","620.3",1938,"female"
"山口県","99.4",1938,"ratio"
"山口県","621.3",1939,"male"
"山口県","625.7",1939,"female"
"山口県","99.3",1939,"ratio"
"山口県","631",1940,"male"
"山口県","636",1940,"female"
"山口県","99.2",1940,"ratio"
"山口県","624.9",1941,"male"
"山口県","644.2",1941,"female"
"山口県","97",1941,"ratio"
"山口県","643.7",1942,"male"
"山口県","668.4",1942,"female"
"山口県","96.3",1942,"ratio"
"山口県","658.3",1943,"male"
"山口県","687.4",1943,"female"
"山口県","95.8",1943,"ratio"
"山口県","663",1944,"male"
"山口県","694",1944,"female"
"山口県","95.6",1944,"ratio"
"山口県","638",1945,"male"
"山口県","718",1945,"female"
"山口県","88.8",1945,"ratio"
"山口県","660",1946,"male"
"山口県","715",1946,"female"
"山口県","92.3",1946,"ratio"
"山口県","726",1947,"male"
"山口県","753",1947,"female"
"山口県","96.5",1947,"ratio"
"山口県","756.7",1948,"male"
"山口県","756.9",1948,"female"
"山口県","100",1948,"ratio"
"山口県","772.5",1949,"male"
"山口県","779.1",1949,"female"
"山口県","99.2",1949,"ratio"
"山口県","760",1950,"male"
"山口県","781",1950,"female"
"山口県","97.4",1950,"ratio"
"山口県","764",1951,"male"
"山口県","789",1951,"female"
"山口県","96.9",1951,"ratio"
"山口県","774",1952,"male"
"山口県","799",1952,"female"
"山口県","96.9",1952,"ratio"
"山口県","782",1953,"male"
"山口県","806",1953,"female"
"山口県","96.9",1953,"ratio"
"山口県","787",1954,"male"
"山口県","812",1954,"female"
"山口県","96.9",1954,"ratio"
"山口県","793",1955,"male"
"山口県","817",1955,"female"
"山口県","97",1955,"ratio"
"山口県","796",1956,"male"
"山口県","822",1956,"female"
"山口県","96.8",1956,"ratio"
"山口県","794",1957,"male"
"山口県","825",1957,"female"
"山口県","96.1",1957,"ratio"
"山口県","795",1958,"male"
"山口県","827",1958,"female"
"山口県","96.1",1958,"ratio"
"山口県","791",1959,"male"
"山口県","827",1959,"female"
"山口県","95.7",1959,"ratio"
"山口県","780",1960,"male"
"山口県","822",1960,"female"
"山口県","95",1960,"ratio"
"山口県","774",1961,"male"
"山口県","819",1961,"female"
"山口県","94.5",1961,"ratio"
"山口県","768",1962,"male"
"山口県","817",1962,"female"
"山口県","94.1",1962,"ratio"
"山口県","758",1963,"male"
"山口県","811",1963,"female"
"山口県","93.4",1963,"ratio"
"山口県","746",1964,"male"
"山口県","805",1964,"female"
"山口県","92.6",1964,"ratio"
"山口県","741",1965,"male"
"山口県","803",1965,"female"
"山口県","92.3",1965,"ratio"
"山口県","734",1966,"male"
"山口県","798",1966,"female"
"山口県","92",1966,"ratio"
"山口県","729",1967,"male"
"山口県","796",1967,"female"
"山口県","91.6",1967,"ratio"
"山口県","723",1968,"male"
"山口県","793",1968,"female"
"山口県","91.2",1968,"ratio"
"山口県","721",1969,"male"
"山口県","792",1969,"female"
"山口県","91",1969,"ratio"
"山口県","719",1970,"male"
"山口県","792",1970,"female"
"山口県","90.8",1970,"ratio"
"山口県","721",1971,"male"
"山口県","794",1971,"female"
"山口県","90.8",1971,"ratio"
"山口県","725",1972,"male"
"山口県","798",1972,"female"
"山口県","90.8",1972,"ratio"
"山口県","730",1973,"male"
"山口県","802",1973,"female"
"山口県","91",1973,"ratio"
"山口県","736",1974,"male"
"山口県","806",1974,"female"
"山口県","91.3",1974,"ratio"
"山口県","744",1975,"male"
"山口県","811",1975,"female"
"山口県","91.7",1975,"ratio"
"山口県","749",1976,"male"
"山口県","816",1976,"female"
"山口県","91.8",1976,"ratio"
"山口県","753",1977,"male"
"山口県","820",1977,"female"
"山口県","91.9",1977,"ratio"
"山口県","756",1978,"male"
"山口県","823",1978,"female"
"山口県","91.9",1978,"ratio"
"山口県","758",1979,"male"
"山口県","825",1979,"female"
"山口県","91.8",1979,"ratio"
"山口県","759",1980,"male"
"山口県","828",1980,"female"
"山口県","91.7",1980,"ratio"
"山口県","761",1981,"male"
"山口県","830",1981,"female"
"山口県","91.7",1981,"ratio"
"山口県","764",1982,"male"
"山口県","833",1982,"female"
"山口県","91.7",1982,"ratio"
"山口県","765",1983,"male"
"山口県","835",1983,"female"
"山口県","91.6",1983,"ratio"
"山口県","764",1984,"male"
"山口県","837",1984,"female"
"山口県","91.3",1984,"ratio"
"山口県","764",1985,"male"
"山口県","838",1985,"female"
"山口県","91.2",1985,"ratio"
"山口県","761",1986,"male"
"山口県","837",1986,"female"
"山口県","90.9",1986,"ratio"
"山口県","757",1987,"male"
"山口県","835",1987,"female"
"山口県","90.7",1987,"ratio"
"山口県","754",1988,"male"
"山口県","833",1988,"female"
"山口県","90.5",1988,"ratio"
"山口県","750",1989,"male"
"山口県","831",1989,"female"
"山口県","90.3",1989,"ratio"
"山口県","745",1990,"male"
"山口県","828",1990,"female"
"山口県","90",1990,"ratio"
"山口県","743",1991,"male"
"山口県","826",1991,"female"
"山口県","89.9",1991,"ratio"
"山口県","740",1992,"male"
"山口県","824",1992,"female"
"山口県","89.9",1992,"ratio"
"山口県","739",1993,"male"
"山口県","822",1993,"female"
"山口県","89.9",1993,"ratio"
"山口県","738",1994,"male"
"山口県","821",1994,"female"
"山口県","89.9",1994,"ratio"
"山口県","737",1995,"male"
"山口県","819",1995,"female"
"山口県","89.9",1995,"ratio"
"山口県","734",1996,"male"
"山口県","816",1996,"female"
"山口県","89.9",1996,"ratio"
"山口県","731",1997,"male"
"山口県","814",1997,"female"
"山口県","89.8",1997,"ratio"
"山口県","729",1998,"male"
"山口県","811",1998,"female"
"山口県","89.8",1998,"ratio"
"山口県","726",1999,"male"
"山口県","809",1999,"female"
"山口県","89.7",1999,"ratio"
"山口県","723",2000,"male"
"山口県","805",2000,"female"
"山口県","89.7",2000,"ratio"
"徳島県","332",1920,"male"
"徳島県","338",1920,"female"
"徳島県","98",1920,"ratio"
"徳島県","334",1921,"male"
"徳島県","339.3",1921,"female"
"徳島県","98.4",1921,"ratio"
"徳島県","337.8",1922,"male"
"徳島県","342.4",1922,"female"
"徳島県","98.7",1922,"ratio"
"徳島県","341.2",1923,"male"
"徳島県","343.9",1923,"female"
"徳島県","99.2",1923,"ratio"
"徳島県","343.3",1924,"male"
"徳島県","345.6",1924,"female"
"徳島県","99.3",1924,"ratio"
"徳島県","345",1925,"male"
"徳島県","345",1925,"female"
"徳島県","99.8",1925,"ratio"
"徳島県","345.4",1926,"male"
"徳島県","346.7",1926,"female"
"徳島県","99.6",1926,"ratio"
"徳島県","348.2",1927,"male"
"徳島県","348.5",1927,"female"
"徳島県","99.9",1927,"ratio"
"徳島県","349.5",1928,"male"
"徳島県","351.5",1928,"female"
"徳島県","99.4",1928,"ratio"
"徳島県","352.5",1929,"male"
"徳島県","354.5",1929,"female"
"徳島県","99.4",1929,"ratio"
"徳島県","357",1930,"male"
"徳島県","360",1930,"female"
"徳島県","99.3",1930,"ratio"
"徳島県","359.1",1931,"male"
"徳島県","361.8",1931,"female"
"徳島県","99.3",1931,"ratio"
"徳島県","360.5",1932,"male"
"徳島県","362.9",1932,"female"
"徳島県","99.3",1932,"ratio"
"徳島県","362.3",1933,"male"
"徳島県","365.8",1933,"female"
"徳島県","99",1933,"ratio"
"徳島県","362.6",1934,"male"
"徳島県","366.6",1934,"female"
"徳島県","98.9",1934,"ratio"
"徳島県","362",1935,"male"
"徳島県","367",1935,"female"
"徳島県","98.7",1935,"ratio"
"徳島県","361.5",1936,"male"
"徳島県","368",1936,"female"
"徳島県","98.2",1936,"ratio"
"徳島県","358.7",1937,"male"
"徳島県","369.6",1937,"female"
"徳島県","97.1",1937,"ratio"
"徳島県","348.7",1938,"male"
"徳島県","367.4",1938,"female"
"徳島県","94.9",1938,"ratio"
"徳島県","342.7",1939,"male"
"徳島県","363.5",1939,"female"
"徳島県","94.3",1939,"ratio"
"徳島県","342",1940,"male"
"徳島県","364",1940,"female"
"徳島県","94",1940,"ratio"
"徳島県","329.7",1941,"male"
"徳島県","369.4",1941,"female"
"徳島県","89.3",1941,"ratio"
"徳島県","325.2",1942,"male"
"徳島県","374.6",1942,"female"
"徳島県","86.8",1942,"ratio"
"徳島県","321.6",1943,"male"
"徳島県","379.5",1943,"female"
"徳島県","84.7",1943,"ratio"
"徳島県","320",1944,"male"
"徳島県","384",1944,"female"
"徳島県","83.3",1944,"ratio"
"徳島県","386",1945,"male"
"徳島県","450",1945,"female"
"徳島県","85.8",1945,"ratio"
"徳島県","390",1946,"male"
"徳島県","440",1946,"female"
"徳島県","88.6",1946,"ratio"
"徳島県","411",1947,"male"
"徳島県","443",1947,"female"
"徳島県","92.8",1947,"ratio"
"徳島県","421.1",1948,"male"
"徳島県","451.1",1948,"female"
"徳島県","93.3",1948,"ratio"
"徳島県","423.6",1949,"male"
"徳島県","448.9",1949,"female"
"徳島県","94.4",1949,"ratio"
"徳島県","428",1950,"male"
"徳島県","451",1950,"female"
"徳島県","94.9",1950,"ratio"
"徳島県","425",1951,"male"
"徳島県","449",1951,"female"
"徳島県","94.8",1951,"ratio"
"徳島県","425",1952,"male"
"徳島県","449",1952,"female"
"徳島県","94.7",1952,"ratio"
"徳島県","425",1953,"male"
"徳島県","449",1953,"female"
"徳島県","94.7",1953,"ratio"
"徳島県","426",1954,"male"
"徳島県","450",1954,"female"
"徳島県","94.8",1954,"ratio"
"徳島県","427",1955,"male"
"徳島県","451",1955,"female"
"徳島県","94.7",1955,"ratio"
"徳島県","425",1956,"male"
"徳島県","449",1956,"female"
"徳島県","94.6",1956,"ratio"
"徳島県","420",1957,"male"
"徳島県","446",1957,"female"
"徳島県","94.2",1957,"ratio"
"徳島県","416",1958,"male"
"徳島県","443",1958,"female"
"徳島県","93.9",1958,"ratio"
"徳島県","413",1959,"male"
"徳島県","442",1959,"female"
"徳島県","93.5",1959,"ratio"
"徳島県","408",1960,"male"
"徳島県","439",1960,"female"
"徳島県","93",1960,"ratio"
"徳島県","404",1961,"male"
"徳島県","436",1961,"female"
"徳島県","92.7",1961,"ratio"
"徳島県","400",1962,"male"
"徳島県","432",1962,"female"
"徳島県","92.4",1962,"ratio"
"徳島県","397",1963,"male"
"徳島県","430",1963,"female"
"徳島県","92.3",1963,"ratio"
"徳島県","393",1964,"male"
"徳島県","427",1964,"female"
"徳島県","91.9",1964,"ratio"
"徳島県","390",1965,"male"
"徳島県","425",1965,"female"
"徳島県","91.6",1965,"ratio"
"徳島県","386",1966,"male"
"徳島県","422",1966,"female"
"徳島県","91.5",1966,"ratio"
"徳島県","384",1967,"male"
"徳島県","420",1967,"female"
"徳島県","91.4",1967,"ratio"
"徳島県","380",1968,"male"
"徳島県","417",1968,"female"
"徳島県","91.2",1968,"ratio"
"徳島県","378",1969,"male"
"徳島県","416",1969,"female"
"徳島県","91",1969,"ratio"
"徳島県","377",1970,"male"
"徳島県","414",1970,"female"
"徳島県","90.9",1970,"ratio"
"徳島県","377",1971,"male"
"徳島県","415",1971,"female"
"徳島県","90.9",1971,"ratio"
"徳島県","378",1972,"male"
"徳島県","416",1972,"female"
"徳島県","91",1972,"ratio"
"徳島県","380",1973,"male"
"徳島県","417",1973,"female"
"徳島県","91.1",1973,"ratio"
"徳島県","382",1974,"male"
"徳島県","419",1974,"female"
"徳島県","91.3",1974,"ratio"
"徳島県","385",1975,"male"
"徳島県","420",1975,"female"
"徳島県","91.5",1975,"ratio"
"徳島県","388",1976,"male"
"徳島県","422",1976,"female"
"徳島県","91.8",1976,"ratio"
"徳島県","390",1977,"male"
"徳島県","423",1977,"female"
"徳島県","92.1",1977,"ratio"
"徳島県","392",1978,"male"
"徳島県","425",1978,"female"
"徳島県","92.3",1978,"ratio"
"徳島県","395",1979,"male"
"徳島県","427",1979,"female"
"徳島県","92.3",1979,"ratio"
"徳島県","396",1980,"male"
"徳島県","429",1980,"female"
"徳島県","92.2",1980,"ratio"
"徳島県","397",1981,"male"
"徳島県","430",1981,"female"
"徳島県","92.2",1981,"ratio"
"徳島県","398",1982,"male"
"徳島県","432",1982,"female"
"徳島県","92.2",1982,"ratio"
"徳島県","399",1983,"male"
"徳島県","433",1983,"female"
"徳島県","92.2",1983,"ratio"
"徳島県","400",1984,"male"
"徳島県","434",1984,"female"
