"prefectures","value","year","sex"
"神奈川県","702.1",1923,"male"
"神奈川県","651.8",1923,"female"
"神奈川県","107.7",1923,"ratio"
"神奈川県","715.8",1924,"male"
"神奈川県","657.8",1924,"female"
"神奈川県","108.8",1924,"ratio"
"神奈川県","740",1925,"male"
"神奈川県","677",1925,"female"
"神奈川県","109.2",1925,"ratio"
"神奈川県","758.2",1926,"male"
"神奈川県","695.6",1926,"female"
"神奈川県","109",1926,"ratio"
"神奈川県","781.5",1927,"male"
"神奈川県","714.4",1927,"female"
"神奈川県","109.4",1927,"ratio"
"神奈川県","799.1",1928,"male"
"神奈川県","739.1",1928,"female"
"神奈川県","108.1",1928,"ratio"
"神奈川県","820.4",1929,"male"
"神奈川県","760.4",1929,"female"
"神奈川県","107.9",1929,"ratio"
"神奈川県","839",1930,"male"
"神奈川県","780",1930,"female"
"神奈川県","107.6",1930,"ratio"
"神奈川県","856.1",1931,"male"
"神奈川県","795.7",1931,"female"
"神奈川県","107.6",1931,"ratio"
"神奈川県","872.2",1932,"male"
"神奈川県","812.5",1932,"female"
"神奈川県","107.3",1932,"ratio"
"神奈川県","891.4",1933,"male"
"神奈川県","832",1933,"female"
"神奈川県","107.1",1933,"ratio"
"神奈川県","918.4",1934,"male"
"神奈川県","855.4",1934,"female"
"神奈川県","107.4",1934,"ratio"
"神奈川県","951",1935,"male"
"神奈川県","889",1935,"female"
"神奈川県","107.1",1935,"ratio"
"神奈川県","1004.5",1936,"male"
"神奈川県","919",1936,"female"
"神奈川県","109.3",1936,"ratio"
"神奈川県","1015.8",1937,"male"
"神奈川県","951.9",1937,"female"
"神奈川県","106.7",1937,"ratio"
"神奈川県","1030.9",1938,"male"
"神奈川県","978.2",1938,"female"
"神奈川県","105.4",1938,"ratio"
"神奈川県","1070.4",1939,"male"
"神奈川県","1003.7",1939,"female"
"神奈川県","106.6",1939,"ratio"
"神奈川県","1107",1940,"male"
"神奈川県","1051",1940,"female"
"神奈川県","105.3",1940,"ratio"
"神奈川県","1120.1",1941,"male"
"神奈川県","1071.1",1941,"female"
"神奈川県","104.6",1941,"ratio"
"神奈川県","1196.8",1942,"male"
"神奈川県","1091.1",1942,"female"
"神奈川県","109.7",1942,"ratio"
"神奈川県","1256.9",1943,"male"
"神奈川県","1180.7",1943,"female"
"神奈川県","106.5",1943,"ratio"
"神奈川県","1278",1944,"male"
"神奈川県","1197",1944,"female"
"神奈川県","106.8",1944,"ratio"
"神奈川県","923",1945,"male"
"神奈川県","943",1945,"female"
"神奈川県","97.8",1945,"ratio"
"神奈川県","1005",1946,"male"
"神奈川県","1015",1946,"female"
"神奈川県","98.9",1946,"ratio"
"神奈川県","1115",1947,"male"
"神奈川県","1103",1947,"female"
"神奈川県","101.1",1947,"ratio"
"神奈川県","1159.2",1948,"male"
"神奈川県","1148.4",1948,"female"
"神奈川県","100.9",1948,"ratio"
"神奈川県","1203.2",1949,"male"
"神奈川県","1193.7",1949,"female"
"神奈川県","100.8",1949,"ratio"
"神奈川県","1248",1950,"male"
"神奈川県","1240",1950,"female"
"神奈川県","100.7",1950,"ratio"
"神奈川県","1300",1951,"male"
"神奈川県","1290",1951,"female"
"神奈川県","100.8",1951,"ratio"
"神奈川県","1346",1952,"male"
"神奈川県","1335",1952,"female"
"神奈川県","100.8",1952,"ratio"
"神奈川県","1391",1953,"male"
"神奈川県","1378",1953,"female"
"神奈川県","101",1953,"ratio"
"神奈川県","1431",1954,"male"
"神奈川県","1416",1954,"female"
"神奈川県","101",1954,"ratio"
"神奈川県","1470",1955,"male"
"神奈川県","1449",1955,"female"
"神奈川県","101.5",1955,"ratio"
"神奈川県","1511",1956,"male"
"神奈川県","1487",1956,"female"
"神奈川県","101.7",1956,"ratio"
"神奈川県","1562",1957,"male"
"神奈川県","1529",1957,"female"
"神奈川県","102.1",1957,"ratio"
"神奈川県","1613",1958,"male"
"神奈川県","1578",1958,"female"
"神奈川県","102.2",1958,"ratio"
"神奈川県","1671",1959,"male"
"神奈川県","1634",1959,"female"
"神奈川県","102.3",1959,"ratio"
"神奈川県","1747",1960,"male"
"神奈川県","1696",1960,"female"
"神奈川県","103",1960,"ratio"
"神奈川県","1838",1961,"male"
"神奈川県","1768",1961,"female"
"神奈川県","103.9",1961,"ratio"
"神奈川県","1946",1962,"male"
"神奈川県","1856",1962,"female"
"神奈川県","104.9",1962,"ratio"
"神奈川県","2046",1963,"male"
"神奈川県","1944",1963,"female"
"神奈川県","105.2",1963,"ratio"
"神奈川県","2160",1964,"male"
"神奈川県","2043",1964,"female"
"神奈川県","105.7",1964,"ratio"
"神奈川県","2281",1965,"male"
"神奈川県","2150",1965,"female"
"神奈川県","106.1",1965,"ratio"
"神奈川県","2362",1966,"male"
"神奈川県","2232",1966,"female"
"神奈川県","105.8",1966,"ratio"
"神奈川県","2470",1967,"male"
"神奈川県","2330",1967,"female"
"神奈川県","106",1967,"ratio"
"神奈川県","2590",1968,"male"
"神奈川県","2434",1968,"female"
"神奈川県","106.4",1968,"ratio"
"神奈川県","2702",1969,"male"
"神奈川県","2539",1969,"female"
"神奈川県","106.4",1969,"ratio"
"神奈川県","2822",1970,"male"
"神奈川県","2650",1970,"female"
"神奈川県","106.5",1970,"ratio"
"神奈川県","2943",1971,"male"
"神奈川県","2770",1971,"female"
"神奈川県","106.2",1971,"ratio"
"神奈川県","3048",1972,"male"
"神奈川県","2877",1972,"female"
"神奈川県","105.9",1972,"ratio"
"神奈川県","3140",1973,"male"
"神奈川県","2967",1973,"female"
"神奈川県","105.8",1973,"ratio"
"神奈川県","3220",1974,"male"
"神奈川県","3044",1974,"female"
"神奈川県","105.8",1974,"ratio"
"神奈川県","3287",1975,"male"
"神奈川県","3111",1975,"female"
"神奈川県","105.7",1975,"ratio"
"神奈川県","3337",1976,"male"
"神奈川県","3173",1976,"female"
"神奈川県","105.2",1976,"ratio"
"神奈川県","3385",1977,"male"
"神奈川県","3230",1977,"female"
"神奈川県","104.8",1977,"ratio"
"神奈川県","3439",1978,"male"
"神奈川県","3289",1978,"female"
"神奈川県","104.6",1978,"ratio"
"神奈川県","3490",1979,"male"
"神奈川県","3342",1979,"female"
"神奈川県","104.4",1979,"ratio"
"神奈川県","3536",1980,"male"
"神奈川県","3388",1980,"female"
"神奈川県","104.4",1980,"ratio"
"神奈川県","3588",1981,"male"
"神奈川県","3435",1981,"female"
"神奈川県","104.5",1981,"ratio"
"神奈川県","3644",1982,"male"
"神奈川県","3483",1982,"female"
"神奈川県","104.6",1982,"ratio"
"神奈川県","3696",1983,"male"
"神奈川県","3531",1983,"female"
"神奈川県","104.7",1983,"ratio"
"神奈川県","3750",1984,"male"
"神奈川県","3578",1984,"female"
"神奈川県","104.8",1984,"ratio"
"神奈川県","3804",1985,"male"
"神奈川県","3628",1985,"female"
"神奈川県","104.9",1985,"ratio"
"神奈川県","3869",1986,"male"
"神奈川県","3684",1986,"female"
"神奈川県","105",1986,"ratio"
"神奈川県","3939",1987,"male"
"神奈川県","3745",1987,"female"
"神奈川県","105.2",1987,"ratio"
"神奈川県","3998",1988,"male"
"神奈川県","3796",1988,"female"
"神奈川県","105.3",1988,"ratio"
"神奈川県","4051",1989,"male"
"神奈川県","3840",1989,"female"
"神奈川県","105.5",1989,"ratio"
"神奈川県","4098",1990,"male"
"神奈川県","3882",1990,"female"
"神奈川県","105.6",1990,"ratio"
"神奈川県","4133",1991,"male"
"神奈川県","3917",1991,"female"
"神奈川県","105.5",1991,"ratio"
"神奈川県","4164",1992,"male"
"神奈川県","3952",1992,"female"
"神奈川県","105.4",1992,"ratio"
"神奈川県","4183",1993,"male"
"神奈川県","3983",1993,"female"
"神奈川県","105",1993,"ratio"
"神奈川県","4196",1994,"male"
"神奈川県","4011",1994,"female"
"神奈川県","104.6",1994,"ratio"
"神奈川県","4210",1995,"male"
"神奈川県","4036",1995,"female"
"神奈川県","104.3",1995,"ratio"
"神奈川県","4220",1996,"male"
"神奈川県","4059",1996,"female"
"神奈川県","104",1996,"ratio"
"神奈川県","4235",1997,"male"
"神奈川県","4084",1997,"female"
"神奈川県","103.7",1997,"ratio"
"神奈川県","4264",1998,"male"
"神奈川県","4119",1998,"female"
"神奈川県","103.5",1998,"ratio"
"神奈川県","4285",1999,"male"
"神奈川県","4147",1999,"female"
"神奈川県","103.3",1999,"ratio"
"神奈川県","4309",2000,"male"
"神奈川県","4181",2000,"female"
"神奈川県","103.1",2000,"ratio"
"新潟県","872",1920,"male"
"新潟県","905",1920,"female"
"新潟県","96.3",1920,"ratio"
"新潟県","879.7",1921,"male"
"新潟県","910.9",1921,"female"
"新潟県","96.6",1921,"ratio"
"新潟県","885.6",1922,"male"
"新潟県","913.7",1922,"female"
"新潟県","96.9",1922,"ratio"
"新潟県","900.3",1923,"male"
"新潟県","925.4",1923,"female"
"新潟県","97.3",1923,"ratio"
"新潟県","907.6",1924,"male"
"新潟県","932.1",1924,"female"
"新潟県","97.4",1924,"ratio"
"新潟県","914",1925,"male"
"新潟県","936",1925,"female"
"新潟県","97.6",1925,"ratio"
"新潟県","920.8",1926,"male"
"新潟県","942.8",1926,"female"
"新潟県","97.7",1926,"ratio"
"新潟県","928.5",1927,"male"
"新潟県","952.2",1927,"female"
"新潟県","97.5",1927,"ratio"
"新潟県","937.9",1928,"male"
"新潟県","960.1",1928,"female"
"新潟県","97.7",1928,"ratio"
"新潟県","944.9",1929,"male"
"新潟県","966.9",1929,"female"
"新潟県","97.7",1929,"ratio"
"新潟県","956",1930,"male"
"新潟県","978",1930,"female"
"新潟県","97.7",1930,"ratio"
"新潟県","968.1",1931,"male"
"新潟県","990",1931,"female"
"新潟県","97.8",1931,"ratio"
"新潟県","974.7",1932,"male"
"新潟県","998.2",1932,"female"
"新潟県","97.6",1932,"ratio"
"新潟県","981.6",1933,"male"
"新潟県","1007.4",1933,"female"
"新潟県","97.4",1933,"ratio"
"新潟県","981.5",1934,"male"
"新潟県","1009.8",1934,"female"
"新潟県","97.2",1934,"ratio"
"新潟県","982",1935,"male"
"新潟県","1013",1935,"female"
"新潟県","97",1935,"ratio"
"新潟県","1014",1936,"male"
"新潟県","1031.4",1936,"female"
"新潟県","98.3",1936,"ratio"
"新潟県","1019.2",1937,"male"
"新潟県","1047.7",1937,"female"
"新潟県","97.3",1937,"ratio"
"新潟県","1021.2",1938,"male"
"新潟県","1056",1938,"female"
"新潟県","96.7",1938,"ratio"
"新潟県","999.3",1939,"male"
"新潟県","1050.1",1939,"female"
"新潟県","95.2",1939,"ratio"
"新潟県","975",1940,"male"
"新潟県","1047",1940,"female"
"新潟県","93.1",1940,"ratio"
"新潟県","945.5",1941,"male"
"新潟県","1057.9",1941,"female"
"新潟県","89.4",1941,"ratio"
"新潟県","939.8",1942,"male"
"新潟県","1069.2",1942,"female"
"新潟県","87.9",1942,"ratio"
"新潟県","925",1943,"male"
"新潟県","1076",1943,"female"
"新潟県","86",1943,"ratio"
"新潟県","914",1944,"male"
"新潟県","1080",1944,"female"
"新潟県","84.6",1944,"ratio"
"新潟県","1096",1945,"male"
"新潟県","1294",1945,"female"
"新潟県","84.7",1945,"ratio"
"新潟県","1085",1946,"male"
"新潟県","1242",1946,"female"
"新潟県","87.3",1946,"ratio"
"新潟県","1162",1947,"male"
"新潟県","1256",1947,"female"
"新潟県","92.6",1947,"ratio"
"新潟県","1171",1948,"male"
"新潟県","1254.2",1948,"female"
"新潟県","93.4",1948,"ratio"
"新潟県","1182.7",1949,"male"
"新潟県","1259.1",1949,"female"
"新潟県","93.9",1949,"ratio"
"新潟県","1195",1950,"male"
"新潟県","1266",1950,"female"
"新潟県","94.4",1950,"ratio"
"新潟県","1194",1951,"male"
"新潟県","1265",1951,"female"
"新潟県","94.4",1951,"ratio"
"新潟県","1190",1952,"male"
"新潟県","1265",1952,"female"
"新潟県","94.1",1952,"ratio"
"新潟県","1191",1953,"male"
"新潟県","1267",1953,"female"
"新潟県","94",1953,"ratio"
"新潟県","1193",1954,"male"
"新潟県","1271",1954,"female"
"新潟県","93.9",1954,"ratio"
"新潟県","1196",1955,"male"
"新潟県","1278",1955,"female"
"新潟県","93.6",1955,"ratio"
"新潟県","1195",1956,"male"
"新潟県","1276",1956,"female"
"新潟県","93.6",1956,"ratio"
"新潟県","1192",1957,"male"
"新潟県","1271",1957,"female"
"新潟県","93.8",1957,"ratio"
"新潟県","1189",1958,"male"
"新潟県","1270",1958,"female"
"新潟県","93.6",1958,"ratio"
"新潟県","1185",1959,"male"
"新潟県","1267",1959,"female"
"新潟県","93.5",1959,"ratio"
"新潟県","1178",1960,"male"
"新潟県","1264",1960,"female"
"新潟県","93.2",1960,"ratio"
"新潟県","1174",1961,"male"
"新潟県","1260",1961,"female"
"新潟県","93.2",1961,"ratio"
"新潟県","1168",1962,"male"
"新潟県","1253",1962,"female"
"新潟県","93.2",1962,"ratio"
"新潟県","1164",1963,"male"
"新潟県","1248",1963,"female"
"新潟県","93.3",1963,"ratio"
"新潟県","1161",1964,"male"
"新潟県","1243",1964,"female"
"新潟県","93.4",1964,"ratio"
"新潟県","1160",1965,"male"
"新潟県","1239",1965,"female"
"新潟県","93.7",1965,"ratio"
"新潟県","1154",1966,"male"
"新潟県","1233",1966,"female"
"新潟県","93.6",1966,"ratio"
"新潟県","1152",1967,"male"
"新潟県","1231",1967,"female"
"新潟県","93.5",1967,"ratio"
"新潟県","1148",1968,"male"
"新潟県","1228",1968,"female"
"新潟県","93.5",1968,"ratio"
"新潟県","1144",1969,"male"
"新潟県","1225",1969,"female"
"新潟県","93.4",1969,"ratio"
"新潟県","1140",1970,"male"
"新潟県","1221",1970,"female"
"新潟県","93.4",1970,"ratio"
"新潟県","1139",1971,"male"
"新潟県","1218",1971,"female"
"新潟県","93.5",1971,"ratio"
"新潟県","1140",1972,"male"
"新潟県","1218",1972,"female"
"新潟県","93.6",1972,"ratio"
"新潟県","1145",1973,"male"
"新潟県","1220",1973,"female"
"新潟県","93.8",1973,"ratio"
"新潟県","1152",1974,"male"
"新潟県","1225",1974,"female"
"新潟県","94.1",1974,"ratio"
"新潟県","1161",1975,"male"
"新潟県","1231",1975,"female"
"新潟県","94.3",1975,"ratio"
"新潟県","1169",1976,"male"
"新潟県","1237",1976,"female"
"新潟県","94.4",1976,"ratio"
"新潟県","1175",1977,"male"
"新潟県","1242",1977,"female"
"新潟県","94.6",1977,"ratio"
"新潟県","1181",1978,"male"
"新潟県","1247",1978,"female"
"新潟県","94.7",1978,"ratio"
"新潟県","1187",1979,"male"
"新潟県","1252",1979,"female"
"新潟県","94.8",1979,"ratio"
"新潟県","1194",1980,"male"
"新潟県","1258",1980,"female"
"新潟県","94.9",1980,"ratio"
"新潟県","1197",1981,"male"
"新潟県","1261",1981,"female"
"新潟県","95",1981,"ratio"
"新潟県","1200",1982,"male"
"新潟県","1265",1982,"female"
"新潟県","94.9",1982,"ratio"
"新潟県","1202",1983,"male"
"新潟県","1267",1983,"female"
"新潟県","94.8",1983,"ratio"
"新潟県","1204",1984,"male"
"新潟県","1271",1984,"female"
"新潟県","94.7",1984,"ratio"
"新潟県","1205",1985,"male"
"新潟県","1273",1985,"female"
"新潟県","94.6",1985,"ratio"
"新潟県","1204",1986,"male"
"新潟県","1274",1986,"female"
"新潟県","94.5",1986,"ratio"
"新潟県","1203",1987,"male"
"新潟県","1274",1987,"female"
"新潟県","94.4",1987,"ratio"
"新潟県","1202",1988,"male"
"新潟県","1274",1988,"female"
"新潟県","94.3",1988,"ratio"
"新潟県","1202",1989,"male"
"新潟県","1275",1989,"female"
"新潟県","94.3",1989,"ratio"
"新潟県","1200",1990,"male"
"新潟県","1274",1990,"female"
"新潟県","94.2",1990,"ratio"
"新潟県","1201",1991,"male"
"新潟県","1274",1991,"female"
"新潟県","94.2",1991,"ratio"
"新潟県","1202",1992,"male"
"新潟県","1275",1992,"female"
"新潟県","94.3",1992,"ratio"
"新潟県","1204",1993,"male"
"新潟県","1275",1993,"female"
"新潟県","94.4",1993,"ratio"
"新潟県","1207",1994,"male"
"新潟県","1277",1994,"female"
"新潟県","94.5",1994,"ratio"
"新潟県","1210",1995,"male"
"新潟県","1279",1995,"female"
"新潟県","94.6",1995,"ratio"
"新潟県","1211",1996,"male"
"新潟県","1279",1996,"female"
"新潟県","94.6",1996,"ratio"
"新潟県","1210",1997,"male"
"新潟県","1280",1997,"female"
"新潟県","94.6",1997,"ratio"
"新潟県","1209",1998,"male"
"新潟県","1279",1998,"female"
"新潟県","94.6",1998,"ratio"
"新潟県","1205",1999,"male"
"新潟県","1276",1999,"female"
"新潟県","94.4",1999,"ratio"
"新潟県","1202",2000,"male"
"新潟県","1274",2000,"female"
"新潟県","94.4",2000,"ratio"
"富山県","355",1920,"male"
"富山県","370",1920,"female"
"富山県","96",1920,"ratio"
"富山県","355.5",1921,"male"
"富山県","369.2",1921,"female"
"富山県","96.3",1921,"ratio"
"富山県","355.1",1922,"male"
"富山県","368.1",1922,"female"
"富山県","96.5",1922,"ratio"
"富山県","360.8",1923,"male"
"富山県","372.3",1923,"female"
"富山県","96.9",1923,"ratio"
"富山県","364.9",1924,"male"
"富山県","376.7",1924,"female"
"富山県","96.9",1924,"ratio"
"富山県","369",1925,"male"
"富山県","381",1925,"female"
"富山県","96.8",1925,"ratio"
"富山県","373",1926,"male"
"富山県","385.2",1926,"female"
"富山県","96.8",1926,"ratio"
"富山県","374.5",1927,"male"
"富山県","388.1",1927,"female"
"富山県","96.5",1927,"ratio"
"富山県","377",1928,"male"
"富山県","390.8",1928,"female"
"富山県","96.5",1928,"ratio"
"富山県","378.8",1929,"male"
"富山県","393.2",1929,"female"
"富山県","96.3",1929,"ratio"
"富山県","382",1930,"male"
"富山県","397",1930,"female"
"富山県","96.1",1930,"ratio"
"富山県","385.2",1931,"male"
"富山県","400.8",1931,"female"
"富山県","96.1",1931,"ratio"
"富山県","384",1932,"male"
"富山県","401.9",1932,"female"
"富山県","95.5",1932,"ratio"
"富山県","385",1933,"male"
"富山県","404.7",1933,"female"
"富山県","95.1",1933,"ratio"
"富山県","386.3",1934,"male"
"富山県","406.8",1934,"female"
"富山県","95",1934,"ratio"
"富山県","389",1935,"male"
"富山県","410",1935,"female"
"富山県","94.8",1935,"ratio"
"富山県","393.7",1936,"male"
"富山県","415.1",1936,"female"
"富山県","94.8",1936,"ratio"
"富山県","394.9",1937,"male"
"富山県","418.7",1937,"female"
"富山県","94.3",1937,"ratio"
"富山県","397.6",1938,"male"
"富山県","421.1",1938,"female"
"富山県","94.4",1938,"ratio"
"富山県","395.4",1939,"male"
"富山県","421.4",1939,"female"
"富山県","93.8",1939,"ratio"
"富山県","389",1940,"male"
"富山県","421",1940,"female"
"富山県","92.3",1940,"ratio"
"富山県","379.5",1941,"male"
"富山県","425.8",1941,"female"
"富山県","89.1",1941,"ratio"
"富山県","379.2",1942,"male"
"富山県","431.9",1942,"female"
"富山県","87.8",1942,"ratio"
"富山県","377.7",1943,"male"
"富山県","438.8",1943,"female"
"富山県","86.1",1943,"ratio"
"富山県","376",1944,"male"
"富山県","443",1944,"female"
"富山県","84.8",1944,"ratio"
"富山県","442",1945,"male"
"富山県","511",1945,"female"
"富山県","86.5",1945,"ratio"
"富山県","441",1946,"male"
"富山県","492",1946,"female"
"富山県","89.5",1946,"ratio"
"富山県","473",1947,"male"
"富山県","506",1947,"female"
"富山県","93.4",1947,"ratio"
"富山県","478.7",1948,"male"
"富山県","511.4",1948,"female"
"富山県","93.6",1948,"ratio"
"富山県","483.9",1949,"male"
"富山県","515.9",1949,"female"
"富山県","93.8",1949,"ratio"
"富山県","489",1950,"male"
"富山県","520",1950,"female"
"富山県","94",1950,"ratio"
"富山県","491",1951,"male"
"富山県","522",1951,"female"
"富山県","94",1951,"ratio"
"富山県","491",1952,"male"
"富山県","523",1952,"female"
"富山県","94",1952,"ratio"
"富山県","492",1953,"male"
"富山県","524",1953,"female"
"富山県","93.9",1953,"ratio"
"富山県","493",1954,"male"
"富山県","525",1954,"female"
"富山県","93.9",1954,"ratio"
"富山県","494",1955,"male"
"富山県","527",1955,"female"
"富山県","93.8",1955,"ratio"
"富山県","496",1956,"male"
"富山県","528",1956,"female"
"富山県","94",1956,"ratio"
"富山県","497",1957,"male"
"富山県","528",1957,"female"
"富山県","94.1",1957,"ratio"
"富山県","499",1958,"male"
"富山県","530",1958,"female"
"富山県","94.1",1958,"ratio"
"富山県","500",1959,"male"
"富山県","531",1959,"female"
"富山県","94.1",1959,"ratio"
"富山県","501",1960,"male"
"富山県","532",1960,"female"
"富山県","94.1",1960,"ratio"
"富山県","499",1961,"male"
"富山県","533",1961,"female"
"富山県","93.7",1961,"ratio"
"富山県","497",1962,"male"
"富山県","533",1962,"female"
"富山県","93.3",1962,"ratio"
"富山県","495",1963,"male"
"富山県","533",1963,"female"
"富山県","92.9",1963,"ratio"
"富山県","494",1964,"male"
"富山県","533",1964,"female"
"富山県","92.5",1964,"ratio"
"富山県","492",1965,"male"
"富山県","534",1965,"female"
"富山県","92.1",1965,"ratio"
"富山県","489",1966,"male"
"富山県","532",1966,"female"
"富山県","91.9",1966,"ratio"
"富山県","489",1967,"male"
"富山県","533",1967,"female"
"富山県","91.8",1967,"ratio"
"富山県","489",1968,"male"
"富山県","534",1968,"female"
"富山県","91.6",1968,"ratio"
"富山県","490",1969,"male"
"富山県","535",1969,"female"
"富山県","91.5",1969,"ratio"
"富山県","492",1970,"male"
"富山県","537",1970,"female"
"富山県","91.7",1970,"ratio"
"富山県","496",1971,"male"
"富山県","540",1971,"female"
"富山県","91.8",1971,"ratio"
"富山県","500",1972,"male"
"富山県","544",1972,"female"
"富山県","92",1972,"ratio"
"富山県","505",1973,"male"
"富山県","548",1973,"female"
"富山県","92.2",1973,"ratio"
"富山県","510",1974,"male"
"富山県","552",1974,"female"
"富山県","92.4",1974,"ratio"
"富山県","515",1975,"male"
"富山県","556",1975,"female"
"富山県","92.7",1975,"ratio"
"富山県","519",1976,"male"
"富山県","559",1976,"female"
"富山県","92.8",1976,"ratio"
"富山県","523",1977,"male"
"富山県","562",1977,"female"
"富山県","93",1977,"ratio"
"富山県","527",1978,"male"
"富山県","565",1978,"female"
"富山県","93.2",1978,"ratio"
"富山県","530",1979,"male"
"富山県","568",1979,"female"
"富山県","93.2",1979,"ratio"
"富山県","533",1980,"male"
"富山県","571",1980,"female"
"富山県","93.3",1980,"ratio"
"富山県","534",1981,"male"
"富山県","572",1981,"female"
"富山県","93.3",1981,"ratio"
"富山県","535",1982,"male"
"富山県","574",1982,"female"
"富山県","93.2",1982,"ratio"
"富山県","537",1983,"male"
"富山県","576",1983,"female"
"富山県","93.2",1983,"ratio"
"富山県","538",1984,"male"
"富山県","578",1984,"female"
"富山県","93.2",1984,"ratio"
"富山県","539",1985,"male"
"富山県","579",1985,"female"
"富山県","93",1985,"ratio"
"富山県","539",1986,"male"
"富山県","580",1986,"female"
"富山県","92.9",1986,"ratio"
"富山県","539",1987,"male"
"富山県","581",1987,"female"
"富山県","92.8",1987,"ratio"
"富山県","539",1988,"male"
"富山県","581",1988,"female"
"富山県","92.7",1988,"ratio"
"富山県","539",1989,"male"
"富山県","581",1989,"female"
"富山県","92.7",1989,"ratio"
"富山県","539",1990,"male"
"富山県","582",1990,"female"
"富山県","92.6",1990,"ratio"
"富山県","539",1991,"male"
"富山県","582",1991,"female"
"富山県","92.7",1991,"ratio"
"富山県","539",1992,"male"
"富山県","581",1992,"female"
"富山県","92.7",1992,"ratio"
"富山県","540",1993,"male"
"富山県","581",1993,"female"
"富山県","92.8",1993,"ratio"
"富山県","540",1994,"male"
"富山県","582",1994,"female"
"富山県","92.8",1994,"ratio"
"富山県","541",1995,"male"
"富山県","582",1995,"female"
"富山県","92.9",1995,"ratio"
"富山県","542",1996,"male"
"富山県","583",1996,"female"
"富山県","92.9",1996,"ratio"
"富山県","542",1997,"male"
"富山県","583",1997,"female"
"富山県","93",1997,"ratio"
"富山県","541",1998,"male"
"富山県","582",1998,"female"
"富山県","93",1998,"ratio"
"富山県","540",1999,"male"
"富山県","581",1999,"female"
"富山県","93",1999,"ratio"
"富山県","540",2000,"male"
"富山県","581",2000,"female"
"富山県","93",2000,"ratio"
"石川県","364",1920,"male"
"石川県","383",1920,"female"
"石川県","95.1",1920,"ratio"
"石川県","364.6",1921,"male"
"石川県","383.4",1921,"female"
"石川県","95.1",1921,"ratio"
"石川県","364.9",1922,"male"
"石川県","383.9",1922,"female"
"石川県","95.1",1922,"ratio"
"石川県","365.2",1923,"male"
"石川県","384.4",1923,"female"
"石川県","95",1923,"ratio"
"石川県","365.3",1924,"male"
"石川県","384.7",1924,"female"
"石川県","95",1924,"ratio"
"石川県","366",1925,"male"
"石川県","385",1925,"female"
"石川県","94.9",1925,"ratio"
"石川県","366.2",1926,"male"
"石川県","385.9",1926,"female"
"石川県","94.9",1926,"ratio"
"石川県","366.7",1927,"male"
"石川県","386.5",1927,"female"
"石川県","94.9",1927,"ratio"
"石川県","367.2",1928,"male"
"石川県","387",1928,"female"
"石川県","94.9",1928,"ratio"
"石川県","367.7",1929,"male"
"石川県","387.6",1929,"female"
"石川県","94.9",1929,"ratio"
"石川県","368",1930,"male"
"石川県","388",1930,"female"
"石川県","94.8",1930,"ratio"
"石川県","365.3",1931,"male"
"石川県","389.2",1931,"female"
"石川県","93.9",1931,"ratio"
"石川県","360.7",1932,"male"
"石川県","388.9",1932,"female"
"石川県","92.7",1932,"ratio"
"石川県","365.8",1933,"male"
"石川県","393.4",1933,"female"
"石川県","93",1933,"ratio"
"石川県","368.7",1934,"male"
"石川県","395.6",1934,"female"
"石川県","93.2",1934,"ratio"
"石川県","371",1935,"male"
"石川県","398",1935,"female"
"石川県","93.3",1935,"ratio"
"石川県","376.7",1936,"male"
"石川県","401",1936,"female"
"石川県","93.9",1936,"ratio"
"石川県","375.3",1937,"male"
"石川県","401.9",1937,"female"
"石川県","93.4",1937,"ratio"
"石川県","365",1938,"male"
"石川県","399.4",1938,"female"
"石川県","91.4",1938,"ratio"
"石川県","355.5",1939,"male"
"石川県","394.4",1939,"female"
"石川県","90.1",1939,"ratio"
"石川県","352",1940,"male"
"石川県","394",1940,"female"
"石川県","89.4",1940,"ratio"
"石川県","341.5",1941,"male"
"石川県","395.1",1941,"female"
"石川県","86.4",1941,"ratio"
"石川県","340.1",1942,"male"
"石川県","397.2",1942,"female"
"石川県","85.6",1942,"ratio"
"石川県","336.5",1943,"male"
"石川県","404.5",1943,"female"
"石川県","83.2",1943,"ratio"
"石川県","333",1944,"male"
"石川県","410",1944,"female"
"石川県","81.2",1944,"ratio"
"石川県","405",1945,"male"
"石川県","482",1945,"female"
"石川県","84",1945,"ratio"
"石川県","407",1946,"male"
"石川県","470",1946,"female"
"石川県","86.7",1946,"ratio"
"石川県","444",1947,"male"
"石川県","484",1947,"female"
"石川県","91.7",1947,"ratio"
"石川県","453.2",1948,"male"
"石川県","491.9",1948,"female"
"石川県","92.1",1948,"ratio"
"石川県","457.7",1949,"male"
"石川県","494.9",1949,"female"
"石川県","92.5",1949,"ratio"
"石川県","461",1950,"male"
"石川県","496",1950,"female"
"石川県","92.8",1950,"ratio"
"石川県","463",1951,"male"
"石川県","497",1951,"female"
"石川県","93.2",1951,"ratio"
"石川県","462",1952,"male"
"石川県","497",1952,"female"
"石川県","92.9",1952,"ratio"
"石川県","460",1953,"male"
"石川県","498",1953,"female"
"石川県","92.4",1953,"ratio"
"石川県","462",1954,"male"
"石川県","500",1954,"female"
"石川県","92.4",1954,"ratio"
"石川県","463",1955,"male"
"石川県","503",1955,"female"
"石川県","92.2",1955,"ratio"
"石川県","465",1956,"male"
"石川県","504",1956,"female"
"石川県","92.3",1956,"ratio"
"石川県","465",1957,"male"
"石川県","504",1957,"female"
