"...1","prefectures","year","value"
31,"鳥 取 県","y1982",0.51
31,"鳥 取 県","y1983",0.51
31,"鳥 取 県","y1984",0.51
31,"鳥 取 県","y1985",0.51
31,"鳥 取 県","y1986",0.51
31,"鳥 取 県","y1987",0.5
31,"鳥 取 県","y1988",0.5
31,"鳥 取 県","y1989",0.5
31,"鳥 取 県","y1990",0.5
31,"鳥 取 県","y1991",0.5
31,"鳥 取 県","y1992",0.49
31,"鳥 取 県","y1993",0.49
31,"鳥 取 県","y1994",0.49
31,"鳥 取 県","y1995",0.49
31,"鳥 取 県","y1996",0.49
31,"鳥 取 県","y1997",0.49
31,"鳥 取 県","y1998",0.49
31,"鳥 取 県","y1999",0.48
31,"鳥 取 県","y2000",0.48
32,"島 根 県","y1920",1.28
32,"島 根 県","y1921",1.27
32,"島 根 県","y1922",1.25
32,"島 根 県","y1923",1.24
32,"島 根 県","y1924",1.22
32,"島 根 県","y1925",1.21
32,"島 根 県","y1926",1.2
32,"島 根 県","y1927",1.18
32,"島 根 県","y1928",1.17
32,"島 根 県","y1929",1.16
32,"島 根 県","y1930",1.15
32,"島 根 県","y1931",1.13
32,"島 根 県","y1932",1.12
32,"島 根 県","y1933",1.1
32,"島 根 県","y1934",1.09
32,"島 根 県","y1935",1.08
32,"島 根 県","y1936",1.07
32,"島 根 県","y1937",1.06
32,"島 根 県","y1938",1.05
32,"島 根 県","y1939",1.02
32,"島 根 県","y1940",1.01
32,"島 根 県","y1941",1
32,"島 根 県","y1942",0.99
32,"島 根 県","y1943",0.99
32,"島 根 県","y1944",1
32,"島 根 県","y1945",1.19
32,"島 根 県","y1946",1.16
32,"島 根 県","y1947",1.15
32,"島 根 県","y1948",1.13
32,"島 根 県","y1949",1.11
32,"島 根 県","y1950",1.1
32,"島 根 県","y1951",1.08
32,"島 根 県","y1952",1.07
32,"島 根 県","y1953",1.06
32,"島 根 県","y1954",1.05
32,"島 根 県","y1955",1.04
32,"島 根 県","y1956",1.03
32,"島 根 県","y1957",1.01
32,"島 根 県","y1958",0.99
32,"島 根 県","y1959",0.97
32,"島 根 県","y1960",0.95
32,"島 根 県","y1961",0.93
32,"島 根 県","y1962",0.91
32,"島 根 県","y1963",0.89
32,"島 根 県","y1964",0.86
32,"島 根 県","y1965",0.84
32,"島 根 県","y1966",0.82
32,"島 根 県","y1967",0.8
32,"島 根 県","y1968",0.78
32,"島 根 県","y1969",0.76
32,"島 根 県","y1970",0.75
32,"島 根 県","y1971",0.73
32,"島 根 県","y1972",0.71
32,"島 根 県","y1973",0.7
32,"島 根 県","y1974",0.69
32,"島 根 県","y1975",0.69
32,"島 根 県","y1976",0.68
32,"島 根 県","y1977",0.68
32,"島 根 県","y1978",0.68
32,"島 根 県","y1979",0.67
32,"島 根 県","y1980",0.67
32,"島 根 県","y1981",0.67
32,"島 根 県","y1982",0.67
32,"島 根 県","y1983",0.66
32,"島 根 県","y1984",0.66
32,"島 根 県","y1985",0.66
32,"島 根 県","y1986",0.65
32,"島 根 県","y1987",0.65
32,"島 根 県","y1988",0.64
32,"島 根 県","y1989",0.64
32,"島 根 県","y1990",0.63
32,"島 根 県","y1991",0.63
32,"島 根 県","y1992",0.62
32,"島 根 県","y1993",0.62
32,"島 根 県","y1994",0.62
32,"島 根 県","y1995",0.61
32,"島 根 県","y1996",0.61
32,"島 根 県","y1997",0.61
32,"島 根 県","y1998",0.61
32,"島 根 県","y1999",0.6
32,"島 根 県","y2000",0.6
33,"岡 山 県","y1920",2.18
33,"岡 山 県","y1921",2.16
33,"岡 山 県","y1922",2.14
33,"岡 山 県","y1923",2.13
33,"岡 山 県","y1924",2.1
33,"岡 山 県","y1925",2.07
33,"岡 山 県","y1926",2.06
33,"岡 山 県","y1927",2.04
33,"岡 山 県","y1928",2.02
33,"岡 山 県","y1929",2.01
33,"岡 山 県","y1930",1.99
33,"岡 山 県","y1931",1.98
33,"岡 山 県","y1932",1.97
33,"岡 山 県","y1933",1.96
33,"岡 山 県","y1934",1.94
33,"岡 山 県","y1935",1.92
33,"岡 山 県","y1936",1.88
33,"岡 山 県","y1937",1.87
33,"岡 山 県","y1938",1.86
33,"岡 山 県","y1939",1.84
33,"岡 山 県","y1940",1.82
33,"岡 山 県","y1941",1.82
33,"岡 山 県","y1942",1.81
33,"岡 山 県","y1943",1.82
33,"岡 山 県","y1944",1.82
33,"岡 山 県","y1945",2.17
33,"岡 山 県","y1946",2.1
33,"岡 山 県","y1947",2.07
33,"岡 山 県","y1948",2.05
33,"岡 山 県","y1949",2.02
33,"岡 山 県","y1950",2
33,"岡 山 県","y1951",1.98
33,"岡 山 県","y1952",1.95
33,"岡 山 県","y1953",1.94
33,"岡 山 県","y1954",1.91
33,"岡 山 県","y1955",1.89
33,"岡 山 県","y1956",1.88
33,"岡 山 県","y1957",1.85
33,"岡 山 県","y1958",1.83
33,"岡 山 県","y1959",1.81
33,"岡 山 県","y1960",1.79
33,"岡 山 県","y1961",1.76
33,"岡 山 県","y1962",1.74
33,"岡 山 県","y1963",1.71
33,"岡 山 県","y1964",1.69
33,"岡 山 県","y1965",1.67
33,"岡 山 県","y1966",1.66
33,"岡 山 県","y1967",1.66
33,"岡 山 県","y1968",1.65
33,"岡 山 県","y1969",1.64
33,"岡 山 県","y1970",1.65
33,"岡 山 県","y1971",1.65
33,"岡 山 県","y1972",1.63
33,"岡 山 県","y1973",1.62
33,"岡 山 県","y1974",1.62
33,"岡 山 県","y1975",1.62
33,"岡 山 県","y1976",1.62
33,"岡 山 県","y1977",1.61
33,"岡 山 県","y1978",1.61
33,"岡 山 県","y1979",1.6
33,"岡 山 県","y1980",1.6
33,"岡 山 県","y1981",1.6
33,"岡 山 県","y1982",1.59
33,"岡 山 県","y1983",1.59
33,"岡 山 県","y1984",1.59
33,"岡 山 県","y1985",1.58
33,"岡 山 県","y1986",1.58
33,"岡 山 県","y1987",1.57
33,"岡 山 県","y1988",1.57
33,"岡 山 県","y1989",1.56
33,"岡 山 県","y1990",1.56
33,"岡 山 県","y1991",1.56
33,"岡 山 県","y1992",1.55
33,"岡 山 県","y1993",1.55
33,"岡 山 県","y1994",1.55
33,"岡 山 県","y1995",1.55
33,"岡 山 県","y1996",1.55
33,"岡 山 県","y1997",1.55
33,"岡 山 県","y1998",1.54
33,"岡 山 県","y1999",1.54
33,"岡 山 県","y2000",1.54
34,"広 島 県","y1920",2.76
34,"広 島 県","y1921",2.75
34,"広 島 県","y1922",2.74
34,"広 島 県","y1923",2.75
34,"広 島 県","y1924",2.73
34,"広 島 県","y1925",2.71
34,"広 島 県","y1926",2.69
34,"広 島 県","y1927",2.67
34,"広 島 県","y1928",2.65
34,"広 島 県","y1929",2.64
34,"広 島 県","y1930",2.63
34,"広 島 県","y1931",2.62
34,"広 島 県","y1932",2.62
34,"広 島 県","y1933",2.62
34,"広 島 県","y1934",2.61
34,"広 島 県","y1935",2.61
34,"広 島 県","y1936",2.59
34,"広 島 県","y1937",2.58
34,"広 島 県","y1938",2.57
34,"広 島 県","y1939",2.55
34,"広 島 県","y1940",2.53
34,"広 島 県","y1941",2.55
34,"広 島 県","y1942",2.62
34,"広 島 県","y1943",2.67
34,"広 島 県","y1944",2.69
34,"広 島 県","y1945",2.62
34,"広 島 県","y1946",2.6
34,"広 島 県","y1947",2.58
34,"広 島 県","y1948",2.56
34,"広 島 県","y1949",2.53
34,"広 島 県","y1950",2.5
34,"広 島 県","y1951",2.48
34,"広 島 県","y1952",2.45
34,"広 島 県","y1953",2.44
34,"広 島 県","y1954",2.42
34,"広 島 県","y1955",2.41
34,"広 島 県","y1956",2.39
34,"広 島 県","y1957",2.38
34,"広 島 県","y1958",2.36
34,"広 島 県","y1959",2.35
34,"広 島 県","y1960",2.34
34,"広 島 県","y1961",2.33
34,"広 島 県","y1962",2.32
34,"広 島 県","y1963",2.32
34,"広 島 県","y1964",2.32
34,"広 島 県","y1965",2.32
34,"広 島 県","y1966",2.32
34,"広 島 県","y1967",2.33
34,"広 島 県","y1968",2.34
34,"広 島 県","y1969",2.34
34,"広 島 県","y1970",2.35
34,"広 島 県","y1971",2.36
34,"広 島 県","y1972",2.35
34,"広 島 県","y1973",2.36
34,"広 島 県","y1974",2.37
34,"広 島 県","y1975",2.36
34,"広 島 県","y1976",2.36
34,"広 島 県","y1977",2.36
34,"広 島 県","y1978",2.35
34,"広 島 県","y1979",2.34
34,"広 島 県","y1980",2.34
34,"広 島 県","y1981",2.34
34,"広 島 県","y1982",2.34
34,"広 島 県","y1983",2.34
34,"広 島 県","y1984",2.33
34,"広 島 県","y1985",2.33
34,"広 島 県","y1986",2.33
34,"広 島 県","y1987",2.32
34,"広 島 県","y1988",2.31
34,"広 島 県","y1989",2.31
34,"広 島 県","y1990",2.31
34,"広 島 県","y1991",2.3
34,"広 島 県","y1992",2.3
34,"広 島 県","y1993",2.3
34,"広 島 県","y1994",2.3
34,"広 島 県","y1995",2.29
34,"広 島 県","y1996",2.29
34,"広 島 県","y1997",2.28
34,"広 島 県","y1998",2.28
34,"広 島 県","y1999",2.27
34,"広 島 県","y2000",2.27
35,"山 口 県","y1920",1.86
35,"山 口 県","y1921",1.86
35,"山 口 県","y1922",1.85
35,"山 口 県","y1923",1.85
35,"山 口 県","y1924",1.84
35,"山 口 県","y1925",1.83
35,"山 口 県","y1926",1.82
35,"山 口 県","y1927",1.81
35,"山 口 県","y1928",1.79
35,"山 口 県","y1929",1.78
35,"山 口 県","y1930",1.76
35,"山 口 県","y1931",1.75
35,"山 口 県","y1932",1.74
35,"山 口 県","y1933",1.74
35,"山 口 県","y1934",1.73
35,"山 口 県","y1935",1.72
35,"山 口 県","y1936",1.73
35,"山 口 県","y1937",1.73
35,"山 口 県","y1938",1.74
35,"山 口 県","y1939",1.75
35,"山 口 県","y1940",1.76
35,"山 口 県","y1941",1.77
35,"山 口 県","y1942",1.81
35,"山 口 県","y1943",1.85
35,"山 口 県","y1944",1.86
35,"山 口 県","y1945",1.88
35,"山 口 県","y1946",1.88
35,"山 口 県","y1947",1.89
35,"山 口 県","y1948",1.89
35,"山 口 県","y1949",1.9
35,"山 口 県","y1950",1.85
35,"山 口 県","y1951",1.84
35,"山 口 県","y1952",1.83
35,"山 口 県","y1953",1.83
35,"山 口 県","y1954",1.81
35,"山 口 県","y1955",1.8
35,"山 口 県","y1956",1.79
35,"山 口 県","y1957",1.78
35,"山 口 県","y1958",1.77
35,"山 口 県","y1959",1.75
35,"山 口 県","y1960",1.72
35,"山 口 県","y1961",1.69
35,"山 口 県","y1962",1.67
35,"山 口 県","y1963",1.63
35,"山 口 県","y1964",1.6
35,"山 口 県","y1965",1.57
35,"山 口 県","y1966",1.55
35,"山 口 県","y1967",1.52
35,"山 口 県","y1968",1.5
35,"山 口 県","y1969",1.48
35,"山 口 県","y1970",1.46
35,"山 口 県","y1971",1.44
35,"山 口 県","y1972",1.42
35,"山 口 県","y1973",1.4
35,"山 口 県","y1974",1.39
35,"山 口 県","y1975",1.39
35,"山 口 県","y1976",1.38
35,"山 口 県","y1977",1.38
35,"山 口 県","y1978",1.37
35,"山 口 県","y1979",1.36
35,"山 口 県","y1980",1.36
35,"山 口 県","y1981",1.35
35,"山 口 県","y1982",1.35
35,"山 口 県","y1983",1.34
35,"山 口 県","y1984",1.33
35,"山 口 県","y1985",1.32
35,"山 口 県","y1986",1.31
35,"山 口 県","y1987",1.3
35,"山 口 県","y1988",1.29
35,"山 口 県","y1989",1.28
35,"山 口 県","y1990",1.27
35,"山 口 県","y1991",1.26
35,"山 口 県","y1992",1.26
35,"山 口 県","y1993",1.25
35,"山 口 県","y1994",1.24
35,"山 口 県","y1995",1.24
35,"山 口 県","y1996",1.23
35,"山 口 県","y1997",1.22
35,"山 口 県","y1998",1.22
35,"山 口 県","y1999",1.21
35,"山 口 県","y2000",1.2
36,"徳 島 県","y1920",1.2
36,"徳 島 県","y1921",1.19
36,"徳 島 県","y1922",1.19
36,"徳 島 県","y1923",1.18
36,"徳 島 県","y1924",1.17
36,"徳 島 県","y1925",1.15
36,"徳 島 県","y1926",1.14
36,"徳 島 県","y1927",1.13
36,"徳 島 県","y1928",1.12
36,"徳 島 県","y1929",1.11
36,"徳 島 県","y1930",1.11
36,"徳 島 県","y1931",1.1
36,"徳 島 県","y1932",1.09
36,"徳 島 県","y1933",1.08
36,"徳 島 県","y1934",1.07
36,"徳 島 県","y1935",1.05
36,"徳 島 県","y1936",1.04
36,"徳 島 県","y1937",1.03
36,"徳 島 県","y1938",1.01
36,"徳 島 県","y1939",0.99
36,"徳 島 県","y1940",0.98
36,"徳 島 県","y1941",0.98
36,"徳 島 県","y1942",0.97
36,"徳 島 県","y1943",0.96
36,"徳 島 県","y1944",0.96
36,"徳 島 県","y1945",1.16
36,"徳 島 県","y1946",1.13
36,"徳 島 県","y1947",1.09
36,"徳 島 県","y1948",1.09
36,"徳 島 県","y1949",1.07
36,"徳 島 県","y1950",1.06
36,"徳 島 県","y1951",1.03
36,"徳 島 県","y1952",1.02
36,"徳 島 県","y1953",1
36,"徳 島 県","y1954",0.99
36,"徳 島 県","y1955",0.98
36,"徳 島 県","y1956",0.97
36,"徳 島 県","y1957",0.95
36,"徳 島 県","y1958",0.94
36,"徳 島 県","y1959",0.92
36,"徳 島 県","y1960",0.91
36,"徳 島 県","y1961",0.89
36,"徳 島 県","y1962",0.87
36,"徳 島 県","y1963",0.86
36,"徳 島 県","y1964",0.84
36,"徳 島 県","y1965",0.83
36,"徳 島 県","y1966",0.82
36,"徳 島 県","y1967",0.8
36,"徳 島 県","y1968",0.79
36,"徳 島 県","y1969",0.77
36,"徳 島 県","y1970",0.76
36,"徳 島 県","y1971",0.75
36,"徳 島 県","y1972",0.74
36,"徳 島 県","y1973",0.73
36,"徳 島 県","y1974",0.72
36,"徳 島 県","y1975",0.72
36,"徳 島 県","y1976",0.72
36,"徳 島 県","y1977",0.71
36,"徳 島 県","y1978",0.71
36,"徳 島 県","y1979",0.71
36,"徳 島 県","y1980",0.7
36,"徳 島 県","y1981",0.7
36,"徳 島 県","y1982",0.7
36,"徳 島 県","y1983",0.7
36,"徳 島 県","y1984",0.69
36,"徳 島 県","y1985",0.69
36,"徳 島 県","y1986",0.69
36,"徳 島 県","y1987",0.68
36,"徳 島 県","y1988",0.68
36,"徳 島 県","y1989",0.68
36,"徳 島 県","y1990",0.67
36,"徳 島 県","y1991",0.67
36,"徳 島 県","y1992",0.67
36,"徳 島 県","y1993",0.67
36,"徳 島 県","y1994",0.66
36,"徳 島 県","y1995",0.66
36,"徳 島 県","y1996",0.66
36,"徳 島 県","y1997",0.66
36,"徳 島 県","y1998",0.66
36,"徳 島 県","y1999",0.65
36,"徳 島 県","y2000",0.65
37,"香 川 県","y1920",1.21
37,"香 川 県","y1921",1.2
37,"香 川 県","y1922",1.19
37,"香 川 県","y1923",1.19
37,"香 川 県","y1924",1.18
37,"香 川 県","y1925",1.17
37,"香 川 県","y1926",1.17
37,"香 川 県","y1927",1.16
37,"香 川 県","y1928",1.15
37,"香 川 県","y1929",1.14
37,"香 川 県","y1930",1.14
37,"香 川 県","y1931",1.14
37,"香 川 県","y1932",1.14
37,"香 川 県","y1933",1.13
37,"香 川 県","y1934",1.1
37,"香 川 県","y1935",1.08
37,"香 川 県","y1936",1.05
37,"香 川 県","y1937",1.04
37,"香 川 県","y1938",1.03
37,"香 川 県","y1939",1.02
37,"香 川 県","y1940",1
37,"香 川 県","y1941",0.99
37,"香 川 県","y1942",0.98
37,"香 川 県","y1943",0.98
37,"香 川 県","y1944",0.98
37,"香 川 県","y1945",1.2
37,"香 川 県","y1946",1.19
37,"香 川 県","y1947",1.17
37,"香 川 県","y1948",1.16
37,"香 川 県","y1949",1.15
37,"香 川 県","y1950",1.14
37,"香 川 県","y1951",1.12
37,"香 川 県","y1952",1.1
37,"香 川 県","y1953",1.08
37,"香 川 県","y1954",1.06
37,"香 川 県","y1955",1.06
37,"香 川 県","y1956",1.05
37,"香 川 県","y1957",1.03
37,"香 川 県","y1958",1.01
37,"香 川 県","y1959",1
37,"香 川 県","y1960",0.98
37,"香 川 県","y1961",0.97
37,"香 川 県","y1962",0.95
37,"香 川 県","y1963",0.94
37,"香 川 県","y1964",0.93
37,"香 川 県","y1965",0.92
37,"香 川 県","y1966",0.9
37,"香 川 県","y1967",0.9
37,"香 川 県","y1968",0.89
37,"香 川 県","y1969",0.88
37,"香 川 県","y1970",0.88
37,"香 川 県","y1971",0.87
37,"香 川 県","y1972",0.86
37,"香 川 県","y1973",0.86
37,"香 川 県","y1974",0.86
37,"香 川 県","y1975",0.86
37,"香 川 県","y1976",0.86
37,"香 川 県","y1977",0.86
37,"香 川 県","y1978",0.86
37,"香 川 県","y1979",0.86
37,"香 川 県","y1980",0.85
37,"香 川 県","y1981",0.85
37,"香 川 県","y1982",0.85
37,"香 川 県","y1983",0.85
37,"香 川 県","y1984",0.85
37,"香 川 県","y1985",0.84
37,"香 川 県","y1986",0.84
37,"香 川 県","y1987",0.84
37,"香 川 県","y1988",0.83
37,"香 川 県","y1989",0.83
37,"香 川 県","y1990",0.83
37,"香 川 県","y1991",0.82
37,"香 川 県","y1992",0.82
37,"香 川 県","y1993",0.82
37,"香 川 県","y1994",0.82
37,"香 川 県","y1995",0.82
37,"香 川 県","y1996",0.82
37,"香 川 県","y1997",0.81
37,"香 川 県","y1998",0.81
37,"香 川 県","y1999",0.81
37,"香 川 県","y2000",0.81
38,"愛 媛 県","y1920",1.87
38,"愛 媛 県","y1921",1.86
38,"愛 媛 県","y1922",1.86
38,"愛 媛 県","y1923",1.87
38,"愛 媛 県","y1924",1.85
38,"愛 媛 県","y1925",1.84
38,"愛 媛 県","y1926",1.83
38,"愛 媛 県","y1927",1.82
38,"愛 媛 県","y1928",1.8
38,"愛 媛 県","y1929",1.79
38,"愛 媛 県","y1930",1.77
38,"愛 媛 県","y1931",1.79
38,"愛 媛 県","y1932",1.76
38,"愛 媛 県","y1933",1.72
38,"愛 媛 県","y1934",1.7
38,"愛 媛 県","y1935",1.68
38,"愛 媛 県","y1936",1.68
38,"愛 媛 県","y1937",1.67
38,"愛 媛 県","y1938",1.64
38,"愛 媛 県","y1939",1.6
38,"愛 媛 県","y1940",1.61
38,"愛 媛 県","y1941",1.62
38,"愛 媛 県","y1942",1.61
38,"愛 媛 県","y1943",1.62
38,"愛 媛 県","y1944",1.62
38,"愛 媛 県","y1945",1.89
38,"愛 媛 県","y1946",1.89
38,"愛 媛 県","y1947",1.86
38,"愛 媛 県","y1948",1.84
38,"愛 媛 県","y1949",1.83
38,"愛 媛 県","y1950",1.83
38,"愛 媛 県","y1951",1.8
38,"愛 媛 県","y1952",1.78
38,"愛 媛 県","y1953",1.75
38,"愛 媛 県","y1954",1.74
38,"愛 媛 県","y1955",1.73
38,"愛 媛 県","y1956",1.71
38,"愛 媛 県","y1957",1.68
38,"愛 媛 県","y1958",1.66
38,"愛 媛 県","y1959",1.64
38,"愛 媛 県","y1960",1.61
38,"愛 媛 県","y1961",1.58
38,"愛 媛 県","y1962",1.55
38,"愛 媛 県","y1963",1.52
38,"愛 媛 県","y1964",1.49
38,"愛 媛 県","y1965",1.47
38,"愛 媛 県","y1966",1.45
38,"愛 媛 県","y1967",1.43
38,"愛 媛 県","y1968",1.41
38,"愛 媛 県","y1969",1.39
38,"愛 媛 県","y1970",1.37
38,"愛 媛 県","y1971",1.35
38,"愛 媛 県","y1972",1.33
38,"愛 媛 県","y1973",1.32
38,"愛 媛 県","y1974",1.31
38,"愛 媛 県","y1975",1.31
38,"愛 媛 県","y1976",1.31
38,"愛 媛 県","y1977",1.3
38,"愛 媛 県","y1978",1.3
38,"愛 媛 県","y1979",1.29
38,"愛 媛 県","y1980",1.29
38,"愛 媛 県","y1981",1.28
38,"愛 媛 県","y1982",1.28
38,"愛 媛 県","y1983",1.27
38,"愛 媛 県","y1984",1.27
38,"愛 媛 県","y1985",1.26
38,"愛 媛 県","y1986",1.26
38,"愛 媛 県","y1987",1.25
38,"愛 媛 県","y1988",1.24
38,"愛 媛 県","y1989",1.23
38,"愛 媛 県","y1990",1.23
38,"愛 媛 県","y1991",1.22
38,"愛 媛 県","y1992",1.21
38,"愛 媛 県","y1993",1.21
38,"愛 媛 県","y1994",1.2
38,"愛 媛 県","y1995",1.2
38,"愛 媛 県","y1996",1.2
38,"愛 媛 県","y1997",1.19
38,"愛 媛 県","y1998",1.19
38,"愛 媛 県","y1999",1.18
38,"愛 媛 県","y2000",1.18
39,"高 知 県","y1920",1.2
39,"高 知 県","y1921",1.2
39,"高 知 県","y1922",1.18
39,"高 知 県","y1923",1.17
39,"高 知 県","y1924",1.17
39,"高 知 県","y1925",1.15
39,"高 知 県","y1926",1.14
39,"高 知 県","y1927",1.13
39,"高 知 県","y1928",1.12
39,"高 知 県","y1929",1.12
39,"高 知 県","y1930",1.11
39,"高 知 県","y1931",1.11
39,"高 知 県","y1932",1.1
39,"高 知 県","y1933",1.09
39,"高 知 県","y1934",1.06
39,"高 知 県","y1935",1.03
39,"高 知 県","y1936",1.02
39,"高 知 県","y1937",1.02
39,"高 知 県","y1938",0.99
39,"高 知 県","y1939",0.98
39,"高 知 県","y1940",0.97
39,"高 知 県","y1941",0.96
39,"高 知 県","y1942",0.96
39,"高 知 県","y1943",0.95
39,"高 知 県","y1944",0.95
39,"高 知 県","y1945",1.08
39,"高 知 県","y1946",1.09
39,"高 知 県","y1947",1.09
39,"高 知 県","y1948",1.08
39,"高 知 県","y1949",1.06
39,"高 知 県","y1950",1.05
39,"高 知 県","y1951",1.03
39,"高 知 県","y1952",1.02
39,"高 知 県","y1953",1.01
39,"高 知 県","y1954",1
39,"高 知 県","y1955",0.99
39,"高 知 県","y1956",0.98
39,"高 知 県","y1957",0.96
39,"高 知 県","y1958",0.95
39,"高 知 県","y1959",0.93
39,"高 知 県","y1960",0.91
39,"高 知 県","y1961",0.9
39,"高 知 県","y1962",0.88
39,"高 知 県","y1963",0.86
39,"高 知 県","y1964",0.84
39,"高 知 県","y1965",0.83
39,"高 知 県","y1966",0.81
39,"高 知 県","y1967",0.8
39,"高 知 県","y1968",0.79
39,"高 知 県","y1969",0.77
39,"高 知 県","y1970",0.76
39,"高 知 県","y1971",0.75
39,"高 知 県","y1972",0.74
39,"高 知 県","y1973",0.73
39,"高 知 県","y1974",0.73
39,"高 知 県","y1975",0.72
39,"高 知 県","y1976",0.72
39,"高 知 県","y1977",0.72
39,"高 知 県","y1978",0.72
39,"高 知 県","y1979",0.71
39,"高 知 県","y1980",0.71
39,"高 知 県","y1981",0.71
39,"高 知 県","y1982",0.7
39,"高 知 県","y1983",0.7
39,"高 知 県","y1984",0.7
39,"高 知 県","y1985",0.69
39,"高 知 県","y1986",0.69
39,"高 知 県","y1987",0.68
39,"高 知 県","y1988",0.68
39,"高 知 県","y1989",0.67
39,"高 知 県","y1990",0.67
39,"高 知 県","y1991",0.66
39,"高 知 県","y1992",0.66
39,"高 知 県","y1993",0.65
39,"高 知 県","y1994",0.65
39,"高 知 県","y1995",0.65
39,"高 知 県","y1996",0.65
39,"高 知 県","y1997",0.65
39,"高 知 県","y1998",0.64
39,"高 知 県","y1999",0.64
39,"高 知 県","y2000",0.64
40,"福 岡 県","y1920",3.91
40,"福 岡 県","y1921",3.9
40,"福 岡 県","y1922",3.89
40,"福 岡 県","y1923",3.89
40,"福 岡 県","y1924",3.87
40,"福 岡 県","y1925",3.85
40,"福 岡 県","y1926",3.86
40,"福 岡 県","y1927",3.87
40,"福 岡 県","y1928",3.88
40,"福 岡 県","y1929",3.89
40,"福 岡 県","y1930",3.92
40,"福 岡 県","y1931",3.93
40,"福 岡 県","y1932",3.92
40,"福 岡 県","y1933",3.93
40,"福 岡 県","y1934",3.96
40,"福 岡 県","y1935",3.98
40,"福 岡 県","y1936",4
40,"福 岡 県","y1937",4.06
40,"福 岡 県","y1938",4.19
40,"福 岡 県","y1939",4.27
40,"福 岡 県","y1940",4.23
40,"福 岡 県","y1941",4.23
40,"福 岡 県","y1942",4.2
40,"福 岡 県","y1943",4.19
40,"福 岡 県","y1944",4.2
40,"福 岡 県","y1945",3.82
40,"福 岡 県","y1946",3.98
40,"福 岡 県","y1947",4.07
40,"福 岡 県","y1948",4.12
40,"福 岡 県","y1949",4.2
40,"福 岡 県","y1950",4.24
40,"福 岡 県","y1951",4.28
40,"福 岡 県","y1952",4.33
40,"福 岡 県","y1953",4.36
40,"福 岡 県","y1954",4.33
40,"福 岡 県","y1955",4.32
40,"福 岡 県","y1956",4.33
40,"福 岡 県","y1957",4.33
40,"福 岡 県","y1958",4.34
40,"福 岡 県","y1959",4.33
40,"福 岡 県","y1960",4.29
40,"福 岡 県","y1961",4.24
40,"福 岡 県","y1962",4.19
40,"福 岡 県","y1963",4.13
40,"福 岡 県","y1964",4.07
40,"福 岡 県","y1965",4.03
40,"福 岡 県","y1966",4.02
40,"福 岡 県","y1967",3.99
40,"福 岡 県","y1968",3.96
40,"福 岡 県","y1969",3.92
40,"福 岡 県","y1970",3.88
40,"福 岡 県","y1971",3.86
40,"福 岡 県","y1972",3.81
40,"福 岡 県","y1973",3.81
40,"福 岡 県","y1974",3.81
40,"福 岡 県","y1975",3.84
40,"福 岡 県","y1976",3.85
40,"福 岡 県","y1977",3.86
40,"福 岡 県","y1978",3.87
40,"福 岡 県","y1979",3.88
40,"福 岡 県","y1980",3.89
40,"福 岡 県","y1981",3.9
40,"福 岡 県","y1982",3.9
40,"福 岡 県","y1983",3.9
40,"福 岡 県","y1984",3.9
40,"福 岡 県","y1985",3.9
40,"福 岡 県","y1986",3.9
40,"福 岡 県","y1987",3.89
40,"福 岡 県","y1988",3.89
40,"福 岡 県","y1989",3.89
40,"福 岡 県","y1990",3.89
40,"福 岡 県","y1991",3.9
40,"福 岡 県","y1992",3.9
40,"福 岡 県","y1993",3.91
40,"福 岡 県","y1994",3.92
40,"福 岡 県","y1995",3.93
40,"福 岡 県","y1996",3.93
40,"福 岡 県","y1997",3.94
40,"福 岡 県","y1998",3.95
40,"福 岡 県","y1999",3.95
40,"福 岡 県","y2000",3.95
41,"佐 賀 県","y1920",1.2
41,"佐 賀 県","y1921",1.2
41,"佐 賀 県","y1922",1.19
41,"佐 賀 県","y1923",1.18
41,"佐 賀 県","y1924",1.16
41,"佐 賀 県","y1925",1.15
41,"佐 賀 県","y1926",1.13
41,"佐 賀 県","y1927",1.11
41,"佐 賀 県","y1928",1.1
41,"佐 賀 県","y1929",1.09
41,"佐 賀 県","y1930",1.07
41,"佐 賀 県","y1931",1.06
41,"佐 賀 県","y1932",1.04
41,"佐 賀 県","y1933",1.04
41,"佐 賀 県","y1934",1
41,"佐 賀 県","y1935",0.99
41,"佐 賀 県","y1936",0.97
41,"佐 賀 県","y1937",0.97
41,"佐 賀 県","y1938",0.97
41,"佐 賀 県","y1939",0.96
41,"佐 賀 県","y1940",0.95
41,"佐 賀 県","y1941",0.96
41,"佐 賀 県","y1942",0.96
41,"佐 賀 県","y1943",0.97
41,"佐 賀 県","y1944",0.97
41,"佐 賀 県","y1945",1.15
41,"佐 賀 県","y1946",1.17
41,"佐 賀 県","y1947",1.18
41,"佐 賀 県","y1948",1.14
41,"佐 賀 県","y1949",1.14
41,"佐 賀 県","y1950",1.14
41,"佐 賀 県","y1951",1.12
41,"佐 賀 県","y1952",1.11
41,"佐 賀 県","y1953",1.11
41,"佐 賀 県","y1954",1.1
41,"佐 賀 県","y1955",1.09
41,"佐 賀 県","y1956",1.08
41,"佐 賀 県","y1957",1.06
41,"佐 賀 県","y1958",1.05
41,"佐 賀 県","y1959",1.03
41,"佐 賀 県","y1960",1.01
41,"佐 賀 県","y1961",0.99
41,"佐 賀 県","y1962",0.96
41,"佐 賀 県","y1963",0.93
